rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,date_of_birth,sorting_key
rec-158-org,kelsey,demetriou,96.0,downward place,qunaba,wantirna,2194,19891201.0,158
rec-8604-org,eva,lowe,29.0,tanumbirini street,miranda,rossmoyne,3882,,8604
rec-9502-org,benjamin,maynard,24.0,rowntree crescent,bonnie doon,modbury,3070,,9502
rec-9455-org,aidyn,campbell,7.0,ridley street,brentwood vlge,sheidow park,3977,19430226.0,9455
rec-3275-org,sebastian,voivodich,25.0,barber crescent,,merrimac,2145,19210710.0,3275
rec-4427-org,juliana,george,2.0,kellway street,,spring hill,3072,19991013.0,4427
rec-7720-org,cain,dakin,48.0,fihelly street,bulbudgeree cottage,cambooya,3149,,7720
rec-8715-org,lily,clarke,4.0,smeaton circuit,,mermaid waters,6104,,8715
rec-1457-org,jordan,greenhalgh,33.0,dixon drive,,woy woy,6166,19951105.0,1457
rec-9641-org,olivia,kozuh,12.0,swanton street,,parmelia,2584,19191220.0,9641
rec-2295-org,aliza,liebenberg,14.0,curtis place,,sandy bay,3048,19640819.0,2295
rec-2034-org,amber,bradshaw,9.0,magrath crescent,,cable beach,3131,19391022.0,2034
rec-7574-org,lynae,nguyen,7.0,sexton street,,lavington,4558,19180421.0,7574
rec-7028-org,samuel,ferri,11.0,durham place,grange house,yungaburra,4573,19710219.0,7028
rec-7674-org,harrison,maczkowiack,19.0,crisp circuit,,canley heights,3075,19021202.0,7674
rec-2462-org,samantha,honeychurch,2.0,macfarland crescent,,duncraig,4873,19670701.0,2462
rec-1398-org,gus,absenger,,keith street,,wentworth falls,3048,19370218.0,1398
rec-8605-org,samir,liddy,25.0,miller street,,hocking,3095,19410118.0,8605
rec-7589-org,madeline,morrison,59.0,cowan street,chippendale village,orange,4552,19360817.0,7589
rec-697-org,mitchell,newbound,21.0,goodchild street,buderim private hsptl diagnostic centre,,4807,19500907.0,697
rec-867-org,fraser,dunstone,68.0,beattie crescent,,port macquarie,4209,,867
rec-7709-org,alissa,clarke,177.0,buchanan street,,kirwan,4581,19051102.0,7709
rec-7559-org,bailee,bishop,279.0,beagle street,,campsie,3690,19360421.0,7559
rec-8556-org,gus,bishop,46.0,jackie howe crescent,,pinkenba,4756,19750504.0,8556
rec-142-org,bailey,ukota,55.0,mctaggart crescent,parklands village,bracewell,4068,19790726.0,142
rec-1612-org,bradley,wiseman,6.0,powlett street,,ashwood,6156,19960309.0,1612
rec-4381-org,lachlan,warrior,5.0,curtain place,,cambooya,3133,,4381
rec-7852-org,callum,miles,11.0,theodore street,,willetton,6018,19330203.0,7852
rec-2850-org,william,gaskin,61.0,archibald street,,botany,2068,19500419.0,2850
rec-3364-org,oscar,white,9.0,longworth place,,mulgrave east,3549,,3364
rec-8279-org,arabella,lowe,2.0,nardoo crescent,,dynnyrne,3023,19850331.0,8279
rec-8090-org,matthew,shepherd,20.0,wise street,the falls,belconnen,2486,19280926.0,8090
rec-2358-org,shai,maynard,3.0,evan place,nixon hostel,clovelly,2122,19150324.0,2358
rec-7433-org,imogen,christo,19.0,namadgi circuit,,swan view,7010,19161109.0,7433
rec-3710-org,ruby,reid,37.0,knoke avenue,,preston,6147,19280212.0,3710
rec-4076-org,marcus,gilles,70.0,tepper circuit,,kuraby,2234,19280223.0,4076
rec-5450-org,matthew,rump,4.0,morehead street,,thornlie,2060,,5450
rec-2650-org,kate,hashemizadeh,31.0,glover street,,bundaberg,2615,19650313.0,2650
rec-1286-org,chantelle,felmingham,48.0,streeton drive,,rothwell,2795,19860424.0,1286
rec-3249-org,brianna,donaldson,408.0,muntz street,rosetta village,view bank,2161,,3249
rec-2256-org,leah,zogopoulos,12.0,rollston street,clisby farm,seven hills,4870,19560912.0,2256
rec-4518-org,georgia,lucas-perring,87.0,stockdale street,,pola creek,2190,,4518
rec-9197-org,emiily,clarke,28.0,schlam place,foxlea,new farm,4110,19821121.0,9197
rec-4225-org,alison,kalogeras,1.0,tubb place,,frankston,3189,,4225
rec-4836-org,ella,reid,15.0,captain cook crescent,,highgate,3350,19150609.0,4836
rec-3492-org,xavier,green,138.0,hinchcliffe place,caravn park,fletcher,2037,19530929.0,3492
rec-5959-org,will,mcfadden,128.0,murrell place,,brandon,6285,,5959
rec-9863-org,shae,large,137.0,chalker circuit,,condell park,2070,19970528.0,9863
rec-8710-org,bradley,mullin,3.0,montgomery place,cuthberts court,frankston,2234,19271225.0,8710
rec-10097-org,lara,clarke,11.0,companion crescent,,mount hutton,2000,19770906.0,10097
rec-6240-org,madison,white,1.0,ainslie avenue,stonehenge,redbank plains,6110,19990129.0,6240
rec-9556-org,bodhi,coady,169.0,cox street,,emerald,3215,19010208.0,9556
rec-1911-org,mathilde,reid,17.0,,,mundingburra,2261,19670327.0,1911
rec-2825-org,luke,moody,3.0,chuculba crescent,urimbirra,glenlyon,3338,19660511.0,2825
rec-9882-org,hamish,pascoe,7.0,gatton street,myola street,woree,4703,19490127.0,9882
rec-2328-org,joshua,bishop,35.0,chillagoe street,,woodburn,,19820814.0,2328
rec-8192-org,isabelle,senator,5.0,fitchett street,medical centre,wongawallan,4702,19870423.0,8192
rec-878-org,willow,weaver,14.0,cuthbertson crescent,,st kilda east,4157,19200530.0,878
rec-1242-org,sarah,dorree,2.0,deamer crescent,,avondale heights,2614,19671027.0,1242
rec-4478-org,ella,paterson,254.0,story place,tallageris-demijoh,elwood,3976,19681021.0,4478
rec-7654-org,joel,worsley,10.0,chuculba crescent,,lawson,2291,,7654
rec-2624-org,jake,lipscombe,19.0,gluyas street,kindilan,brockman,6005,19150923.0,2624
rec-10188-org,lachlan,mason,4.0,cataract street,,caroline springs,2306,19210612.0,10188
rec-316-org,taylah,gillard,60.0,cowper street,,nicholls,3880,19320427.0,316
rec-4797-org,jake,,2.0,mackaness place,janefield,bowral,2388,19000213.0,4797
rec-10665-org,blayke,haroon,7.0,miller street,buderim meadows,ardeer,2069,,10665
rec-2019-org,abbey,staude,4.0,mcbride place,,castlemaine,4313,19931111.0,2019
rec-8505-org,logan,barbuto,17.0,fuhrman street,,rathdowney,3154,19890327.0,8505
rec-10310-org,joshua,mccarthy,33.0,morrison street,,glenburn,4217,19240215.0,10310
rec-2987-org,william,imgraben,5.0,broadby close,kalkarindji community,riverhills,,19040703.0,2987
rec-712-org,william,potticary,65.0,callister crescent,clftn waters vlge,dulwich hill,,19620926.0,712
rec-5846-org,annika,bauman,267.0,ern florence crescent,,nambour,,19560123.0,5846
rec-9705-org,ruben,petersen,1.0,kallara close,berowra,corowa,2564,19040918.0,9705
rec-2573-org,nicholas,swoboda,20.0,pokana circuit,,lower templestowe,2905,,2573
rec-5893-org,jasmine,lucock,3.0,marcus clarke street,,punchbowl,3198,19810522.0,5893
rec-4694-org,jared,rump,6.0,woollum street,,colac,2259,,4694
rec-4451-org,william,komenza,12.0,echo place,,wynnum west,5061,19321028.0,4451
rec-2297-org,will,seddon,31.0,embling street,,kedron,2166,19770120.0,2297
rec-5616-org,brett,miles,15.0,wenholz street,,whitfield,2574,19680508.0,5616
rec-1048-org,alicia,dooley,138.0,,pacific haven,coleambally,3216,19460222.0,1048
rec-6940-org,natalia,mort,8.0,medworth crescent,,alberton,2304,19490515.0,6940
rec-2553-org,alannah,luckman,2.0,davidson street,,bellevue hill,4701,19570419.0,2553
rec-6311-org,niamh,sherriff,5.0,mawalan street,,keysborough,7250,19740104.0,6311
rec-84-org,emma,greenhalgh,47.0,barton highway,,seven hills,2148,19120506.0,84
rec-4637-org,michaela,campbell,62.0,bowser place,karrara,mosman,3175,19390823.0,4637
rec-4964-org,julia,matthews,44.0,namatjira drive,hollydale,port macquarie,2752,,4964
rec-832-org,kyle,seskis,70.0,ainslie avenue,diment towers,dulwich hill,2630,19290210.0,832
rec-4809-org,chloe,boxer,9.0,hannaford street,old mcdonald farm,hendra,2333,,4809
rec-9703-org,stephanie,webb,17.0,templeton street,,kempsey,2170,19410522.0,9703
rec-9522-org,daniel,wilkins,8.0,a'beckett street,eastern end,windsor,,19990301.0,9522
rec-1281-org,daen,caire,13.0,buvelot street,,como,4311,19200602.0,1281
rec-299-org,thomas,weaver,472.0,wanganeen avenue,,woollahra,2121,,299
rec-10929-org,joe,berry,6.0,antill street,citi centre,glenmore park,2228,19000318.0,10929
rec-7928-org,jamilla,grillett,55.0,mcginness street,,ringwood east,3131,19980717.0,7928
rec-8329-org,william,rees,895.0,ballow crescent,homewood,sunnybank,2800,19520404.0,8329
rec-9462-org,isabella,,161.0,rivett street,,nowra,4511,19720425.0,9462
rec-4472-org,hannah,sim-collett,106.0,dooland court,,burwood,3550,19650731.0,4472
rec-8428-org,taalia,godfrey,9.0,altair place,,helensburgh,6168,19870310.0,8428
rec-8390-org,imogen,mcgurk,90.0,mount vernon drive,chateau royale,prahran east,2473,19810313.0,8390
rec-6418-org,chloe,shepherd,449.0,courtice close,,ingleburn,2444,19140111.0,6418
rec-7394-org,natalia,mercorella,72.0,renny place,,nudgee,6018,19060213.0,7394
rec-4690-org,louise,kristoff,10.0,becke place,,inglewood,3163,19910404.0,4690
rec-2542-org,sophie,ayotte,1.0,fawkner street,,boyne island,2478,19320603.0,2542
rec-1399-org,jackson,warneke,45.0,bendigo street,jindalee bullagreen,burwood east,2030,19270304.0,1399
rec-5184-org,shannon,birkin,9.0,altson circuit,,,5008,19720217.0,5184
rec-2283-org,calvin,bloomfield,72.0,northbourne avenue,,waterloo,5114,19310205.0,2283
rec-2405-org,kayla,dibb,12.0,gair place,old green hill,innaloo,6006,19540925.0,2405
rec-1153-org,matthew,hanna,33.0,dunstan street,patrician stud,broken hill,3505,19010309.0,1153
rec-10932-org,jordan,walls,1.0,,morven,tallebudgera,4680,19100614.0,10932
rec-10541-org,connor,ballantyne,19.0,horne place,the swamp,,5076,,10541
rec-3929-org,karissa,ryan,2.0,dickson chmbrs,,mentone,2165,19660521.0,3929
rec-9232-org,karissa,sach,64.0,darwinia terrace,,coombabah,5575,19350114.0,9232
rec-1131-org,michael,haeusler,49.0,michael holt crescent,,safety bay,7017,19520926.0,1131
rec-7775-org,jackson,shepherd,55.0,stuart street,st columbus retirement centre,marsfield,3429,19550206.0,7775
rec-6516-org,saara,,10.0,hobday place,,ringwood,3109,19521001.0,6516
rec-6015-org,luka,ryan,17.0,kennedy street,bangaroo (cnr willowvale r road,cedar creek,3608,19571002.0,6015
rec-4450-org,rhys,vaccaro,3.0,medley street,,berwick,3156,19250628.0,4450
rec-7418-org,belinda,everett,11.0,clive steele avenue,,clarinda,4557,19330603.0,7418
rec-9968-org,bayley,clarke,466.0,wenholz street,,burwood,2144,19501227.0,9968
rec-3137-org,cain,spark,5.0,,,lindfield,2193,19200421.0,3137
rec-10423-org,lucas,piening,46.0,waller crescent,,shellharbour,3073,19021117.0,10423
rec-3195-org,emma,lowe,68.0,laseron place,,toowoomba,3038,19490528.0,3195
rec-7756-org,emma,berry,26.0,aspinall street,,bangor,5540,19340924.0,7756
rec-9755-org,isabelle,petersen,30.0,godfrey street,locn 8774,corrimal,2827,19100210.0,9755
rec-3820-org,dylan,everett,22.0,tauss place,,ormeau,5571,19431011.0,3820
rec-7452-org,luke,donaldson,39.0,taronga place,,noble park,2025,19130910.0,7452
rec-793-org,mattheo,bandick,2.0,scrivener street,mt pleasant,murray bridge,4370,19711001.0,793
rec-10074-org,chelsie,dent,5.0,bidwill close,lingdale,narre warren north,6060,19950404.0,10074
rec-8438-org,tyler,green,10.0,jacobs street,,deagon,2611,19710909.0,8438
rec-10897-org,lachlan,lewan,,bacchus circuit,black stump caravan,lower templestowe,3250,19790128.0,10897
rec-8016-org,connor,croker,29.0,herington street,holiday vlge,denistone east,6008,19390922.0,8016
rec-6924-org,megan,pinnuck,4.0,saxby close,,burpengary,7020,19590927.0,6924
rec-10012-org,neneh,rollins,23.0,,,kallista,4216,19890115.0,10012
rec-1202-org,madison,orme,28.0,molloy crescent,,shoalhaven heads,2914,19670119.0,1202
rec-1211-org,jessie,stubbs,14.0,brickhill place,,toowoomba,5083,19590118.0,1211
rec-4160-org,luke,wiseman,21.0,goldsborough close,,noble park,4740,19981214.0,4160
rec-6178-org,sienna,krollig,23.0,ellenborough street,yarrabee,dianella,4171,19920302.0,6178
rec-7610-org,hudson,nevin,87.0,jardine street,,gawler east,6024,,7610
rec-6417-org,chantelle,carbone,13.0,bandjalong crescent,,dianella,6084,19591219.0,6417
rec-1212-org,jordan,wilkins,26.0,warby place,,salisbury,2486,19740704.0,1212
rec-7192-org,maxin,bishop,8.0,heagney crescent,,roselands,2147,19861110.0,7192
rec-9771-org,alysha,haga,1.0,spensley place,ocean shores shopping village,keysborough,3175,19110612.0,9771
rec-1878-org,lucas,shepherd,29.0,gladstone street,malekula,beaumaris,4152,19881008.0,1878
rec-167-org,charlotte,tu,28.0,owen dixon drive,glenburn,beeliar,2038,19620430.0,167
rec-7500-org,alexander,white,320.0,mortlock circuit,,bonbeach,2234,19580514.0,7500
rec-8573-org,jack,bitmead,26.0,finniss crescent,,nambour,3037,19290122.0,8573
rec-4574-org,john,kammermann,18.0,bunduluk crescent,,mount eliza,3130,19090601.0,4574
rec-780-org,harrison,nguyen,10.0,inkster street,warwillah,plumpton,2166,19320607.0,780
rec-7712-org,savannah,depares,1.0,gawler crescent,,melville,3192,,7712
rec-10783-org,kelsey,tschirn,27.0,lewin street,yarandoo wing,coombabah,5020,19670111.0,10783
rec-10645-org,izaac,campbell,1.0,mackay crescent,bukkulla,ascot vale,4350,19410329.0,10645
rec-5407-org,finn,nguyen,8.0,weddin circuit,,sorell,4054,19840928.0,5407
rec-8680-org,jake,maynard,884.0,hooper crescent,,scarness,2519,,8680
rec-10224-org,phoebe,gikopoulos,318.0,barada crescent,,maryborough,2030,19630419.0,10224
rec-3092-org,jack,marlow,7.0,barraclough crescent,,glenhaven,5108,19100125.0,3092
rec-9752-org,jye,bradshaw,538.0,cawker place,,broadmeadows,7010,19121119.0,9752
rec-47-org,adam,ranson,61.0,sharwood crescent,,hope valley,2536,19620530.0,47
rec-10893-org,kiera,bevis,26.0,tiernan place,manor court,tweed heads south,2256,19061202.0,10893
rec-5708-org,matthew,jessup,121.0,kett street,,dungog,2101,,5708
rec-8449-org,jenna,green,19.0,bonython street,manneun park,rankin park,2031,19781029.0,8449
rec-7614-org,holly,lombardi,192.0,ingamells street,,culburra,3088,19930807.0,7614
rec-7962-org,mary,lock,10.0,hallstrom circuit,naygoondy,lakemba,3266,19150220.0,7962
rec-3739-org,chloe,bruhn,30.0,weddin circuit,,sunnybank,4306,19540530.0,3739
rec-254-org,ruby,quinton,14.0,gale street,,picnic point,2210,19161231.0,254
rec-1953-org,bethanie,mckerlie,3.0,dowthwaite street,,hackham west,3141,19530618.0,1953
rec-5872-org,kane,george,54.0,macrossan crescent,st johns terrace,dianella,2641,,5872
rec-541-org,matthew,addo,9.0,dewar place,sunnyview,,2880,,541
rec-9315-org,brooke,toseland,530.0,evelyn owen crescent,bardarra,minto,3934,19650114.0,9315
rec-2995-org,emma,mezic,9.0,hovea street,,dapto,4860,19890516.0,2995
rec-8444-org,amber,green,97.0,mailey retreat,nuffield village,montmorency,2232,,8444
rec-2907-org,alexander,vereb,1065.0,st john crescent,minjarra,lakemba,3186,19020115.0,2907
rec-4239-org,,hefford,2.0,ferguson circuit,,launceston south,4605,19020110.0,4239
rec-3272-org,michael,green,7.0,bokhara circuit,,ourimbah,4113,,3272
rec-1824-org,chelsie,vincent,33.0,grove place,,helensburgh,3677,,1824
rec-9213-org,joshua,milburn,11.0,ivo whitton circuit,summerset,munruben,3198,19421128.0,9213
rec-5426-org,charlie,kennerley,6.0,fawkner street,,ballarat north,2582,19330910.0,5426
rec-3495-org,kyle,stephenson,102.0,fremantle drive,eagle crest,thornbury,2770,19290618.0,3495
rec-1123-org,taylah,bruse,800.0,mortlock circuit,west pira,broken hill,3072,19340613.0,1123
rec-10807-org,lachlan,philipp,5.0,porteous crescent,the willows,christie downs,2324,19460320.0,10807
rec-1209-org,matthew,benjafield,5.0,newman morris circuit,diamond sands,albury east,6530,19990314.0,1209
rec-10259-org,thomas,passmore,23.0,webster street,,currimundi,6062,19490206.0,10259
rec-9492-org,jacob,rees,60.0,tarrant crescent,,beverly hills,2830,19060915.0,9492
rec-9998-org,maddison,clarke,22.0,mills street,,dungog,6056,19700826.0,9998
rec-4911-org,,fuhlendorff,26.0,luckman place,,greenacres,3029,19140818.0,4911
rec-7490-org,catherine,almeida,18.0,denovan circuit,symes grove,moorooka,5091,19480221.0,7490
rec-1880-org,jacob,wisby,31.0,newman morris circuit,montessa heights,padstow,2043,19410214.0,1880
rec-1316-org,jarryd,paine,8.0,padbury street,,milperra,3928,19161027.0,1316
rec-5031-org,shana,werneburg,15.0,,,auburn,2500,19801214.0,5031
rec-4170-org,matthew,tiller,1.0,currong street,robertson barracks,south turramurra,2042,19770707.0,4170
rec-6674-org,brooke,,16.0,cavill close,,st ives,4871,19280209.0,6674
rec-10876-org,ellie,clarke,315.0,bruch road,,murray bridge,5039,19640124.0,10876
rec-6876-org,olivia,morrison,2.0,palmer street,,st albans,6122,19090924.0,6876
rec-4633-org,alexander,mcneill,530.0,eucumbene drive,pijabah,penrith,3028,19150503.0,4633
rec-8093-org,emiily,,7.0,hardie close,,hat head,3088,19870824.0,8093
rec-1003-org,jasmine,bruhn,228.0,meiklejohn place,,raymond terrace,6532,19420819.0,1003
rec-5509-org,joanna,nederpel,177.0,,,geraldton,3352,19470902.0,5509
rec-2049-org,joshua,agius,297.0,pockley close,poplars,taree,2290,19070720.0,2049
rec-5143-org,alex,mcneill,40.0,flecker place,st johns terrace,kirwan,5052,19691113.0,5143
rec-2470-org,peter,quinzi,51.0,cleland street,stan-fast,eastern creek,3150,19170705.0,2470
rec-6910-org,sean,dixon,6.0,damala street,,windang,3941,19180926.0,6910
rec-1721-org,lily,webb,81.0,rivett street,,connolly,2603,19910212.0,1721
rec-200-org,alice,needham,5.0,degraves crescent,,bundaberg,2251,19951123.0,200
rec-10635-org,mia,pontt,62.0,james smith circuit,haven caravn park,parkville,2299,19821123.0,10635
rec-6771-org,kyle,greenberg,38.0,airey crescent,lyra park,belmont,2429,,6771
rec-643-org,brianna,bowerman,2.0,miller street,clarence chambers,moorooka,3183,19670408.0,643
rec-9524-org,ryan,kerney,12.0,leibnitz place,villa 5,kirwan,4350,19891025.0,9524
rec-1524-org,jacob,miels,27.0,macrossan crescent,,lake conjola,2010,19110613.0,1524
rec-9981-org,casey,,47.0,whatmore court,coryndirk,elizabeth grove,5163,19440925.0,9981
rec-1504-org,brianna,aherne-vonhoff,7.0,trumble street,,chinchilla,2305,19921125.0,1504
rec-4157-org,renee,stadlmaier,102.0,lomatia place,highland park,rossmoyne,4113,19720125.0,4157
rec-4277-org,daniel,ryan,53.0,jaeger circuit,,pooraka,3149,19940918.0,4277
rec-4940-org,hayley,godfrey,62.0,cockle street,,belmont,3815,19070125.0,4940
rec-807-org,nicholas,purdon,30.0,dexter street,brindabella specialist centre,colac,2541,,807
rec-1394-org,jack,purdon,70.0,mcculloch street,belmont park belted galloway stud,willetton,3088,19481002.0,1394
rec-2197-org,emma,quagliarella,42.0,tantangara street,,hackham west,2164,19391001.0,2197
rec-1255-org,elle,goode,120.0,collier street,,thomsons brook,2117,19740702.0,1255
rec-5562-org,liam,colquhoun,18.0,forbes street,brae view,belmont,2390,19960527.0,5562
rec-1662-org,darcy,pringle,12.0,,,bacchus marsh,2122,19630507.0,1662
rec-7886-org,ysobel,lippett,100.0,tipiloura street,la trobe university,elermore vale,2450,19071126.0,7886
rec-2742-org,abby,kupcs,9.0,minnett close,,corio,3264,19120325.0,2742
rec-4613-org,leah,knappstein,5.0,baracchi crescent,,smythes creek,2750,19350709.0,4613
rec-8256-org,charlotte,leishman,99.0,wanliss street,,greenwood,2000,19530919.0,8256
rec-4394-org,ryan,hilton,5.0,eddy crescent,,dandenong north,3677,,4394
rec-1147-org,sonja,mcgurk,33.0,dalley crescent,,bulimba,2220,19011218.0,1147
rec-7386-org,finn,gergely,14.0,edmondson street,,,4521,19960627.0,7386
rec-8265-org,gracie,neylon,23.0,rudall street,lasswade,padstow,2259,19811110.0,8265
rec-9088-org,madison,campbell,22.0,tepper circuit,cantlay farm,dalby,2570,19430101.0,9088
rec-6474-org,james,,70.0,crofts crescent,studio indigo,floraville,3104,19780126.0,6474
rec-5433-org,konstantinos,wang,22.0,barringer street,umina park nursing,toowoomba,2770,19111019.0,5433
rec-1055-org,liam,haggett,3.0,,,torquay,2754,19370128.0,1055
rec-1006-org,matthew,lambden-stewart,29.0,mugglestone place,,whitfield,3555,19080805.0,1006
rec-6201-org,mia,swiggs,1.0,enright crescent,,granville,3206,19390815.0,6201
rec-7770-org,jarryd,badger,1.0,tunney crescent,banksia village,burpengary,3195,19100724.0,7770
rec-10388-org,nicholas,rawlings,10.0,macalister crescent,,surfers paradise,4817,19430823.0,10388
rec-4890-org,hugo,usmiani,78.0,traill place,,south johnstone,5271,19740914.0,4890
rec-9661-org,kenneth,cronshaw,3.0,beagle street,,ferndale,4169,19060526.0,9661
